Funcao,Localização,Skills Necessarias,Média Salarial,separação 1,separação 2,separação 3,separação 4,Cargo
"Datacom
3.7
Auxiliar de Materiais/Estoque e Expedição
Eldorado do Sul",Eldorado do Sul,"Tem vaga no banco de talentos para a área de materiais da Datacom!
Se você é apaixonado por trabalhar com normas, requisitos e organização, essa vaga é perfeita para você! Venha fazer parte da nossa equipe e contribuir para um ambiente onde a eficiência e o controle são fundamentais. Na Datacom, buscamos profissionais comprometidos em garantir a correta gestão dos materiais, assegurando um fluxo operacional eficiente e o pronto fornecimento sempre que necessário. Junte-se a nós e faça a diferença!


Responsabilidades e atribuições

Assegurar que todos os materiais estejam devidamente registrados e organizados de acordo com as normas da empresa.












Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
De US$ 1 a US$ 5 milhões
Classificações da empresa Datacom
3,7
81 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,4
Cultura e valores
3,7
Alta liderança
3,5
Qualidade de vida
3,7
Avaliações da empresa Datacom
Prós
""Good pay"" (em 16 avaliações)
""The team is good and supportive."" (em 16 avaliações)
""The culture Most of the management is good"" (em 9 avaliações)
""Good team and good training"" (em 11 avaliações)
""Supportive management"" (em 7 avaliações)
Contras
""pay could be better perhaps"" (em 16 avaliações)
""Training isn't the best"" (em 11 avaliações)
""Bad Management."" (em 7 avaliações)",NF,Datacom,3.7,Auxiliar de Materiais/Estoque e Expedição,Eldorado do Sul,Auxiliar de Materiais/Estoque e Expedição
"JSilveira Transportes Ltda
Programador de Cargas
Gravataí",Gravataí,"Profissional com habilidade de relacionamento com o cliente, agilidade na tomada de decisão e visão sistêmica.
Atendimento aos pedidos de cargas dos cliente, por diferentes canais: telefone, e-mail, chat, WhatsApp;
Efetuar a programação das cargas, garantindo sucesso do cliente e do negócio;
Acompanhar as cargas através do rastreador;
Atendimento ao Motorista;
Contratação de terceiros;
Emissão de documentos de transporte.
Tipo de vaga: Tempo integral, Efetivo CLT
Salário: R$1.600,00 - R$2.500,00 por mês
Benefícios:
Mostrar mais
Faixa de salário base
O salário mínimo é de R$ 2 mil e o salário máximo é de R$ 3 mil.
R$ 2 mil – R$ 3 mil/mês (est. Empresa)
R$ 2 mil
/mês (mediana)
Gravataí
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.",R$ 2 mil – R$ 3 mil/mês (est. Empresa),JSilveira Transportes Ltda,Programador de Cargas,Gravataí,,Programador de Cargas
"Db Assessoria de RH
Programador de CNC - Navegantes - Porto Alegre
Brasil",Brasil,"Possuir disponibilidade para o turno das 16h a 01:30 Segunda a Sexta.
Salário: a combinar
VR R$550,00
Plano de Saúde Unimed após contrato experiência
Requisitos: Experiência na função, curso de específico de Programação e ou voltados para área de Usinagem.
Atribuições: Elaboração de programas de usinagens simples através de softwares; Utilização de sistema de controle de produção; Define tipo de Ferramental a ser utilizado;
Operação e Preparação de Centro de Usinagem eventualmente; Acompanhamento das tarefas diárias sobre cronograma de fabricação; Auxiliar equipe operacional.
Residir preferencialmente em Esteio, Canoas, Sapucaia do Sul, São Leopoldo ou Porto Alegre.
Tipo de vaga: Efetivo CLT
Mostrar mais
Salário base
O salário mínimo é de R$ 4 mil e o salário máximo é de R$ 4 mil.
R$ 4 mil/mês (est. Empresa)
Brasil
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.",R$ 4 mil/mês (est. Empresa),Db Assessoria de RH,Programador de CNC - Navegantes - Porto Alegre,Brasil,,Programador de CNC - Navegantes - Porto Alegre
"Controller DHO
Programador de PCP e Compras
Caxias do Sul",Caxias do Sul,"""Buscamos uma pessoa dinâmica e atenta!
Temos uma oportunidade para Programador de PCP e Compras, no bairro Pioneiro, em Caxias do Sul.
Responsabilidades:
Programar as ordens de fabricação encaminhá-las à produção, baixá-las e após entregá-las ao setor comercial;
Manter atualizados os controles dos estoques, através de registros apropriados, anotando todas as entradas e saídas, visando facilitar a reposição e a elaboração dos inventários;
Realizar o acerto do estoque, sempre que necessário;
Controlar os níveis de estoques, solicitando a compra dos materiais para a reposição;
Solicitar a reposição dos materiais, de acordo com as normas de manutenção dos níveis mínimos de estoque;





Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital aberto
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica",NF,Controller DHO,Programador de PCP e Compras,Caxias do Sul,,Programador de PCP e Compras
"RHF Talentos Porto Alegre - Centro Histórico - RS
Desenvolvedor
Porto Alegre",Porto Alegre,"Desenvolver soluções para indústria 4.0Desenvolver software de IHM e supervisóriosDesenvolver novos produtos e soluçõesConfigurar redesConfigurar sistemas virtualizadosConfigurar banco de dadosDesenvolver soluções em IIOTDesenvolver sistemas com conversões de protocolosPesquisar novas tecnologias e metodologias ligadas à área de software com finalidade de aplicá-las na empresa e nos clientes.
Desenvolvedor1VT, VA, Cartão VR.

Requisitos: Idiomas:
Inglês - Obrigatório
Fala: Intermediário
Escrita: Intermediário
Compreensão: Intermediário
Leitura: Intermediário
Espanhol - Obrigatório
Fala: Intermediário
Escrita: Intermediário
Compreensão: Intermediário
Leitura: Intermediário
Informática:
Java - Avançado - Obrigatório
Experiências e qualificações:
OPC
Banco de dados SQL e outros
Grafana
Node Red
Docker
Java
MQTT
Docker e Sistemas Virtualizados
Phyton

Carteira de motorista

Outros requisitos:
Carteira nacional de habilitação: B",NF,RHF Talentos Porto Alegre - Centro Histórico - RS,Desenvolvedor,Porto Alegre,,Desenvolvedor
"Datacom
3.7
Operador de Produção
Eldorado do Sul",Eldorado do Sul,"Tem vaga na área na Datacom! Se você se identifica com a área Industrial, gosta de trabalhar de forma dinâmica e sistemática, seguindo processos e entregando produtos de alta tecnologia, seu lugar é com a gente!

Vem fazer parte do nosso time e crescer na sua carreira!


Responsabilidades e atribuições

Receber, organizar e preparar os materiais para início e/ou troca de produtos na linha de montagem SMD, afim de atender as necessidades de preparação das máquinas de montagem SMD, seguindo as orientações contidas nos procedimentos operacionais.














Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
De US$ 1 a US$ 5 milhões
Classificações da empresa Datacom
3,7
81 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,4
Cultura e valores
3,7
Alta liderança
3,5
Qualidade de vida
3,7
Avaliações da empresa Datacom
Prós
""Good pay"" (em 16 avaliações)
""The team is good and supportive."" (em 16 avaliações)
""The culture Most of the management is good"" (em 9 avaliações)
""Good team and good training"" (em 11 avaliações)
""Supportive management"" (em 7 avaliações)
Contras
""pay could be better perhaps"" (em 16 avaliações)
""Training isn't the best"" (em 11 avaliações)
""Bad Management."" (em 7 avaliações)",NF,Datacom,3.7,Operador de Produção,Eldorado do Sul,Operador de Produção
"RH Talentos
Programador e Operador de Dobradeira CNC
Carlos Barbosa",Carlos Barbosa,"Programador e Operador de Dobradeira CNC

Cargo
Operador Dobradeira

Quantidade
1

Descrição
Dobrar peças conforme desenhos/ programar e operar corte laser.

Unidade





Mostrar mais
Salário base
O salário mínimo é de R$ 3 mil e o salário máximo é de R$ 3 mil.
R$ 3 mil/mês (est. Empresa)
Carlos Barbosa
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica",R$ 3 mil/mês (est. Empresa),RH Talentos,Programador e Operador de Dobradeira CNC,Carlos Barbosa,,Programador e Operador de Dobradeira CNC
"OEmprego
4.5
ELETRICISTA PROGRAMADOR CLP - CACHOEIRINHA
Cachoeirinha",Cachoeirinha,"Descrição

EMPRESA LOCALIZADA EM CACHOEIRINHA CONTRATA:
ELETRICISTA PROGRAMADOR CLP.

Requisitos:
Formação técnica em eletrônica, eletromecânica ou afins;

Possuir curso NR10;

Desejável curso de leitura e interpretação de desenho;

Ter fácil acesso ao Distrito de Cachoeirinha.

Atividades
ELETRICISTA PROGRAMADOR CLP - CACHOEIRINHA | Salario: A combinar. | Ensino: Curso técnico | Profissionalizante. | Turno: Manhã e Tarde. | Area: Construção, Manutenção. | Experiencia: 1 ano. | Cidade: Cachoeirinha / RS
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",NF,OEmprego,4.5,ELETRICISTA PROGRAMADOR CLP - CACHOEIRINHA,Cachoeirinha,ELETRICISTA PROGRAMADOR CLP - CACHOEIRINHA
"Lampert RH Digital
Analista e Programador de PCP Pleno
Caxias do Sul",Caxias do Sul,"Desenvolver atividades relativas à Programação e Controle de Produção, participando da elaboração do Plano de Produção a partir da análise dos recursos disponíveis; Monitorar o sistema da capacidade produtiva da fábrica x demanda de produção; Monitorar datas de eventos de responsabilidade do PCP com relação ao Plano de Lançamento de Produtos. Controlar as ordens de produção externas, conforme demanda.
Analista e Programador de PCP Pleno220 hs1Plano de saúde
Refeição no local
Auxílio educação
Auxílio Material Escolar
Vale transporte
Convênio odontológico
Auxílio Psicológico
Médico na empresa


Graduação - Cursando - Obrigatório



Experiência na função. Cursos na área de PCP serão um diferencial. Superior completo ou em andamento em áreas afins.


B
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital aberto
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica",NF,Lampert RH Digital,Analista e Programador de PCP Pleno,Caxias do Sul,,Analista e Programador de PCP Pleno
"Skeel
4.4
Operador Programador de Centro de Usinagem
Caxias do Sul",Caxias do Sul,"Operador Programador de Centro de Usinagem
LM SCOPEL RECURSOS HUMANOS
Informações gerais
Descrição
Programar, Preparar e Operar Centro de Usinagem
Atividades
Programar, Preparar e operar centro de usinagem.
Fazer correções ao longo do processo.
Controlar dimensional das peças produzidas.
Preenchimento de Ordens de Produção.
Limpeza e organização do ambiente de trabalho.

Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Skeel
4,4
88 %
Recomendam para outras pessoas
Oportunidades de carreira
3,7
Remuneração e benefícios
4,0
Cultura e valores
4,2
Alta liderança
4,4
Qualidade de vida
4,4",NF,Skeel,4.4,Operador Programador de Centro de Usinagem,Caxias do Sul,Operador Programador de Centro de Usinagem
"#Vem Ser Dana
3.6
Programador de Materiais Aftermarket
Gravataí",Gravataí,"Realizar análise e envio dos programas de compra de materiais, negociação de prazos e acompanhamento de entregas para assegurar que não haja ruptura de estoque para atendimento da demanda do Aftermarket.

Responsabilidades e atribuições
Planejar a reposição de estoque compatível com o planejamento de vendas e backorders dos clientes;
Realizar a programação de compras por linhas de produtos e fornecedores, com acompanhamento diário, conforme o planejamento do cliente;
Analisar a programação de compras e planejamento de vendas por linha de produtos, acompanhamento de produção diária nos fornecedores através de contatos telefônicos / planilhas / e-mail;
Realizar a emissão de ordem de compra para os fornecedores, via sistema, respeitando lead-times e lotes mínimos;







Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1904
Tipo
Empresa – capital aberto
Indústria
Produção de equipamentos de transporte
Setor
Manufatura
Receita
De US$ 5 a US$ 10 bilhões
Classificações da empresa #Vem Ser Dana
3,6
64 %
Recomendam para outras pessoas
Oportunidades de carreira
3,2
Remuneração e benefícios
3,6
Cultura e valores
3,2
Alta liderança
3,0
Qualidade de vida
3,1
Avaliações da empresa #Vem Ser Dana
Prós
""Good pay and overtime if wanted is great"" (em 101 avaliações)
""They are good people and want to do a good job."" (em 75 avaliações)
""Benefits are good"" (em 51 avaliações)
""Awesome Management to work here"" (em 54 avaliações)
""Good work and work life balance"" (em 59 avaliações)
Contras
""Long hours poor management bad pay"" (em 101 avaliações)
""Management is full of people who don’t care about their workers."" (em 75 avaliações)
""2. Basic medical benefits"" (em 51 avaliações)
""With a bad management"" (em 54 avaliações)
""Unorganized and no work life balance"" (em 59 avaliações)
Benefícios da empresa #Vem Ser Dana
4,2
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(3 comentários)
""Totalmente gratuito e de fácil acesso""
Vale-Transporte/Fretado(3 comentários)
""Fretado horário flexível refeitório pouca opcao""
Plano Odontológico(3 comentários)
""Muito bom o plano de saúde.""
5 de nov. de 2023
Ex-Auxiliar Administrativo em Gravataí, Rio Grande do Sul
Boa empresa, sempre me tratou bem e super acolhedora!
5 de set. de 2023
Ex-Engenheiro produto em Gravataí, Rio Grande do Sul
Plano de saúde próprio da empresa, ambulatório no local com atendimento médico, refeitório no local
4 de set. de 2023
Ex-Funcionário em Gravataí, Rio Grande do Sul
Benefícios muito bom salário também",NF,#Vem Ser Dana,3.6,Programador de Materiais Aftermarket,Gravataí,Programador de Materiais Aftermarket
"SAP
4.3
Senior Software Developer (Mobile) - SAP Concur Travel
São Leopoldo",São Leopoldo,"We help the world run better
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!
Please, submit your CV in English - only CVs submitted in this language will be assessed.

SAP Concur, market leader in integrated travel, expense and invoice management, has embarked on a journey to re-imagine business travel. In an industry that’s becoming increasingly more complex with suppliers launching new differentiated product bundles and rich merchandising offers, we have an opportunity to completely re-think the end-to-end shop and book experience. We are building our next generation Online Booking Tool from the ground up and in new technologies to guide the business traveler, make informed decisions while helping companies meet their objectives around policy compliance and budget control.










Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1972
Tipo
Empresa – capital aberto
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
Mais de US$ 10 bilhões
Classificações da empresa SAP
4,3
88 %
Recomendam para outras pessoas
Oportunidades de carreira
4,1
Remuneração e benefícios
4,0
Cultura e valores
4,3
Alta liderança
3,8
Qualidade de vida
4,2
Avaliações da empresa SAP
Prós
""Good work life balance and learning"" (em 645 avaliações)
""good salary and bonus of the year"" (em 649 avaliações)
""Benefits are good In terms of leaves and shares."" (em 345 avaliações)
""People are nice and helpful"" (em 411 avaliações)
""good work culture and free food"" (em 387 avaliações)
Contras
""No work life balance in this"" (em 645 avaliações)
""Low salaries and equity."" (em 649 avaliações)
""Benefits Are Average"" (em 345 avaliações)
""Enforcing people to return to office."" (em 411 avaliações)
""Good Work Culture, Work Life Balance"" (em 387 avaliações)
Benefícios da empresa SAP
4,8
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Vale-Refeição(104 comentários)
""vale refeição de valor flexivel""
Vale-Transporte/Fretado(44 comentários)
""Acima da média de mercado ""
Seguro de vida(33 comentários)
""Acima da média de mercado ""
27 de mar. de 2024
Ex-Channel Manager em São Paulo, SP, São Paulo
Super completo, flexível, acima do mercado
18 de mar. de 2024
Atual Analista de Suporte de Software em São Leopoldo, RS, Rio Grande do Sul
beneficios flexiveis e bom ambiente
1 de abr. de 2024
Atual Senior Software Engineer em São Leopoldo, RS, Rio Grande do Sul
Flexible benefits, with good medical assistance and company shuttle.",NF,SAP,4.3,Senior Software Developer (Mobile) - SAP Concur Travel,São Leopoldo,Senior Software Developer (Mobile) - SAP Concur Travel
