Localização,Skills Necessarias,Média Salarial,Cargo,ver_cargo,palavra_chave,Área,texto,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Cargo 5,Cargo 6,palavra-chave 1,palavra-chave 2,palavra-chave 3,palavra-chave 4,palavra-chave 5,palavra-chave 6,Nome Vaga Normalizado,Área Normalizada,Macro Área
São Paulo,"Somos a maior multinacional brasileira e estamos entre as 100 maiores empresas de TI do mundo.
Estamos presentes em 41 países com +30k colaboradores. A Stefanini tem como principal objetivo auxiliar os clientes a encontrar, por meio de soluções personalizadas, a maneira ideal para alcançar seus desafios, impulsionando a inovação digital.
E queremos mais!

Responsabilidades e atribuições

Essa posição refere-se a um profissional que trabalha com automação de processos robóticos (RPA). Ele é responsável por identificar e definir requisitos para automatizar tarefas, utilizando a plataforma UIPath e linguagens de programação como Javascript, Java e/ou .NET. Ele deve ter uma compreensão sólida da lógica de programação e dos conceitos de programação orientada a objetos. Idealmente, ele possui uma certificação UIPath e pode trabalhar presencialmente.










Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1987
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 bilhões
Classificações da empresa Stefanini Group
3,7
75 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,2
Cultura e valores
3,7
Alta liderança
3,4
Qualidade de vida
3,7
Stefanini Group – Por que trabalhar com a gente?
Carreiras
OrgulhodeSerStefanini
WE ARE STEFANINI
Somos uma multinacional brasileira com mais de 30 anos de atuação no ecossistema de inovação.

| Mais de 40 países 🌎 | Mais de 30 empresas no Grupo 🏢 | Mais de 30 mil colaboradores 🤝 | Mais de 80 soluções ✅ |

Entregamos soluções eficazes que auxiliam os nossos clientes em suas jornadas digitais, sempre aplicando o nosso propósito de tornar a tecnologia um agente de mudança para um mundo melhor. Você quer transformar o futuro? A gente também. 🚀
Acreditamos que a verdadeira mudança só pode ser alcançada quando observamos o mundo por diferentes perspectivas, aqui a inovação floresce em uma atmosfera de respeito mútuo, em que as ideias são ouvidas e valorizadas independentemente de raça, cor, orientação sexual, ascendência, religião, gênero, nacionalidade, identidade de gênero, deficiência ou idade. 💙 #WeAreStefanini #OrgulhoDeSerStefanini #CarreiraStefanini
Benefícios da empresa Stefanini Group
3,3
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(188 comentários)
""Sempre buscam a opção mais barata, o colaborador é sempre prejudicado.""
Vale-Refeição(137 comentários)
""O piso do mercado. O mínimo possível.""
Vale-Alimentação(74 comentários)
""O piso do mercado. O mínimo possível.""
10 de abr. de 2024
Ex-Analista de Suporte em São Paulo, SP, São Paulo
Pacote de benefícios muito bom.
18 de abr. de 2024
Atual Coordenador de Operações em São Paulo, SP, São Paulo
Bastante benefícios, porém qualidade em geral é bem pobre
18 de abr. de 2024
Atual Analista de Suporte Pleno em Porto Alegre, RS, Rio Grande do Sul
VA e VR com bandeira sodexo nos valores de mercado atual, não é baixo mas também não é acima do padrão. Plano de Saúde Unimed BH - um pouco confuso e não muito tranquilo de usar em comparação com o unimed local. Gympass - baita benefício, ajuda muito na academia. Não possuem PLR.",NF, analista de sistemas senior  -  automacao rpa , analista ," sistemas ,  rpa ",automacao,analista sistema rpa,True,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,desenvolvimento de software,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,hardware,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,automacao,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,desenvolvimento de software,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,hardware,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,automacao,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,desenvolvimento de software,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,hardware,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"A Craft é uma multinacional brasileira presente em dez países, com o propósito de unir e prosperar em todas as áreas em que atuamos, investimos no desenvolvimento e capacitação das nossas pessoas, pois acreditamos que o ser humano é chave para o sucesso.

Venha fazer parte dessa história de sucesso você também!

Responsabilidades e atribuições

Desenvolver e implementar soluções de automação de processos (RPA) utilizando ferramentas como Automation Anywhere / Microsoft Power Automate
Gerenciar cargas de trabalho de robôs








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Craft Group
3,0
32 %
Recomendam para outras pessoas
Oportunidades de carreira
2,3
Remuneração e benefícios
3,0
Cultura e valores
3,7
Alta liderança
2,3
Qualidade de vida
1,6",NF, analista de automacao  (  desenvolvedor rpa  )  ," analista ,  desenvolvedor ", rpa ,automacao,analista desenvolvedor rpa,True,True,True,False,False,True,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
